0.0000	1.3453	2.6898	4.0325	5.3727	6.7097	8.0430	9.3721	10.6968	12.0172	13.3333	14.6457	15.9549	17.2617	18.5673	19.8729	21.1800	22.4901	23.8050	25.1268	26.4574	27.7994	29.1554	30.5288	31.9235	33.3447	34.7986	36.2926	37.8354	39.4370	41.1081	42.8603	44.7058	46.6572	48.7277	50.9306	53.2793	55.7869	58.4663	61.3288	64.3842	67.6394	71.0979	74.7578	78.6114	82.6440	86.8329	91.1477	95.5510	100.0000
0.0000	1.4443	2.8875	4.3286	5.7665	7.2004	8.6295	10.0533	11.4716	12.8840	14.2909	15.6925	17.0894	18.4825	19.8729	21.2619	22.6508	24.0414	25.4352	26.8340	28.2397	29.6541	31.0795	32.5185	33.9744	35.4516	36.9561	38.4952	40.0776	41.7134	43.4133	45.1886	47.0510	49.0122	51.0841	53.2783	55.6063	58.0790	60.7063	63.4970	66.4578	69.5928	72.9028	76.3844	80.0289	83.8224	87.7445	91.7695	95.8663	100.0000
0.0000	1.5444	3.0874	4.6278	6.1643	7.6957	9.2213	10.7402	12.2520	13.7565	15.2537	16.7439	18.2277	19.7060	21.1800	22.6508	24.1201	25.5894	27.0604	28.5345	30.0132	31.4979	32.9901	34.4913	36.0038	37.5313	39.0791	40.6544	42.2665	43.9257	45.6430	47.4298	49.2973	51.2565	53.3181	55.4923	57.7887	60.2164	62.7830	65.4951	68.3571	71.3712	74.5363	77.8480	81.2976	84.8719	88.5533	92.3195	96.1446	100.0000
0.0000	1.6458	3.2900	4.9309	6.5670	8.1970	9.8197	11.4342	13.0398	14.6363	16.2234	17.8016	19.3715	20.9339	22.4901	24.0414	25.5894	27.1359	28.6823	30.2302	31.7807	33.3343	34.8916	36.4527	38.0184	39.5907	41.1744	42.7769	44.4083	46.0798	47.8033	49.5904	51.4519	53.3984	55.4395	57.5839	59.8400	62.2147	64.7143	67.3433	70.1045	72.9984	76.0232	79.1737	82.4415	85.8145	89.2772	92.8106	96.3928	100.0000
0.0000	1.7489	3.4959	5.2388	6.9760	8.7056	10.4264	12.1370	13.8368	15.5253	17.2022	18.8678	20.5228	22.1681	23.8050	25.4352	27.0604	28.6823	30.3029	31.9235	33.5449	35.1672	36.7893	38.4096	40.0262	41.6388	43.2509	44.8706	46.5099	48.1820	49.9001	51.6763	53.5217	55.4458	57.4574	59.5640	61.7724	64.0883	66.5162	69.0592	71.7190	74.4949	77.3844	80.3822	83.4801	86.6675	89.9304	93.2528	96.6160	100.0000
0.0000	1.8541	3.7057	5.5525	7.3923	9.2231	11.0431	12.8508	14.6453	16.4258	18.1922	19.9446	21.6837	23.4106	25.1268	26.8340	28.5345	30.2302	31.9235	33.6158	35.3082	37.0001	38.6890	40.3702	42.0380	43.6874	45.3197	46.9448	48.5786	50.2381	51.9386	53.6932	55.5127	57.4058	59.3803	61.4424	63.5975	65.8499	68.2029	70.6585	73.2173	75.8779	78.6374	81.4904	84.4294	87.4448	90.5243	93.6541	96.8183	100.0000
0.0000	1.9616	3.9204	5.8733	7.8178	9.7514	11.6720	13.5778	15.4676	17.3405	19.1961	21.0347	22.8568	24.6639	26.4574	28.2397	30.0132	31.7807	33.5449	35.3082	37.0721	38.8360	40.5962	42.3444	44.0680	45.7533	47.3956	49.0103	50.6218	52.2532	53.9231	55.6453	57.4299	59.2846	61.2155	63.2277	65.3251	67.5108	69.7870	72.1547	74.6136	77.1621	79.7968	82.5125	85.3025	88.1579	91.0680	94.0209	97.0030	100.0000
0.0000	2.0721	4.1408	6.2025	8.2541	10.2927	12.3156	14.3209	16.3068	18.2724	20.2171	22.1411	24.0452	25.9306	27.7994	29.6541	31.4979	33.3343	35.1672	37.0001	38.8360	40.6757	42.5153	44.3433	46.1364	47.8621	49.4991	51.0791	52.6449	54.2298	55.8554	57.5350	59.2769	61.0871	62.9696	64.9279	66.9645	69.0814	71.2797	73.5597	75.9205	78.3601	80.8750	83.4605	86.1101	88.8161	91.5691	94.3585	97.1729	100.0000
0.0000	2.1862	4.3681	6.5418	8.7035	10.8496	12.9770	15.0833	17.1664	19.2252	21.2589	23.2676	25.2521	27.2139	29.1554	31.0795	32.9901	34.8916	36.7893	38.6890	40.5962	42.5153	44.4461	46.3770	48.2721	50.0595	51.6597	53.1621	54.6490	56.1657	57.7336	59.3622	61.0559	62.8172	64.6479	66.5496	68.5235	70.5704	72.6907	74.8838	77.1485	79.4826	81.8828	84.3443	86.8615	89.4273	92.0336	94.6712	97.3302	100.0000
0.0000	2.3043	4.6037	6.8933	9.1684	11.4251	13.6595	15.8688	18.0505	20.2030	22.3256	24.4182	26.4817	28.5177	30.5288	32.5185	34.4913	36.4527	38.4096	40.3702	42.3444	44.3433	46.3770	48.4463	50.5157	52.4443	53.9179	55.2607	56.6231	58.0505	59.5513	61.1244	62.7672	64.4778	66.2553	68.0992	70.0096	71.9862	74.0288	76.1363	78.3072	80.5392	82.8291	85.1725	87.5642	89.9980	92.4668	94.9625	97.4766	100.0000
0.0000	2.4275	4.8491	7.2591	9.6519	12.0228	14.3673	16.6818	18.9637	21.2109	23.4223	25.5980	27.7387	29.8463	31.9235	33.9744	36.0038	38.0184	40.0262	42.0380	44.0680	46.1364	48.2721	50.5157	52.8999	55.2841	56.3070	57.3397	58.5324	59.8618	61.2967	62.8168	64.4106	66.0716	67.7961	69.5824	71.4294	73.3361	75.3018	77.3253	79.4048	81.5380	83.7218	85.9524	88.2249	90.5339	92.8730	95.2355	97.6137	100.0000
0.0000	2.5566	5.1062	7.6419	10.1574	12.6468	15.1050	17.5276	19.9116	22.2544	24.5548	26.8127	29.0289	31.2052	33.3447	35.4516	37.5313	39.5907	41.6388	43.6874	45.7533	47.8621	50.0595	52.4443	55.2841	59.4852	58.6864	59.2585	60.3050	61.5676	62.9567	64.4356	65.9869	67.6017	69.2753	71.0050	72.7893	74.6271	76.5172	78.4583	80.4487	82.4862	84.5679	86.6902	88.8491	91.0395	93.2560	95.4926	97.7429	100.0000
0.0000	2.6927	5.3771	8.0451	10.6890	13.3020	15.8781	18.4122	20.9005	23.3403	25.7299	28.0692	30.3588	32.6009	34.7986	36.9561	39.0791	41.1744	43.2509	45.3197	47.3956	49.4991	51.6597	53.9179	56.3070	58.6864	59.6947	60.7030	61.8616	63.1468	64.5271	65.9821	67.4997	69.0731	70.6983	72.3730	74.0959	75.8657	77.6815	79.5420	81.4456	83.3902	85.3733	87.3917	89.4416	91.5190	93.6189	95.7361	97.8651	100.0000
0.0000	2.8372	5.6645	8.4723	11.2516	13.9942	16.6932	19.3427	21.9380	24.4762	26.9554	29.3752	31.7364	34.0411	36.2926	38.4952	40.6544	42.7769	44.8706	46.9448	49.0103	51.0791	53.1621	55.2607	57.3397	59.2585	60.7030	61.9973	63.2916	64.6308	66.0228	67.4659	68.9567	70.4926	72.0717	73.6930	75.3554	77.0584	78.8012	80.5826	82.4014	84.2557	86.1433	88.0615	90.0069	91.9759	93.9644	95.9678	97.9813	100.0000
0.0000	2.9915	5.9713	8.9279	11.8507	14.7301	17.5578	20.3271	23.0328	25.6712	28.2404	30.7398	33.1705	35.5345	37.8354	40.0776	42.2665	44.4083	46.5099	48.5786	50.6218	52.6449	54.6490	56.6231	58.5324	60.3050	61.8616	63.2916	64.6768	66.0619	67.4675	68.9020	70.3687	71.8689	73.4031	74.9716	76.5744	78.2114	79.8821	81.5859	83.3217	85.0880	86.8828	88.7040	90.5486	92.4134	94.2950	96.1894	98.0925	100.0000
0.0000	3.1577	6.3013	9.4174	12.4933	15.5176	18.4809	21.3753	24.1948	26.9354	29.5950	32.1732	34.6711	37.0911	39.4370	41.7134	43.9257	46.0798	48.1820	50.2381	52.2532	54.2298	56.1657	58.0505	59.8618	61.5676	63.1468	64.6308	66.0619	67.4726	68.8833	70.3059	71.7472	73.2111	74.7002	76.2160	77.7593	79.3306	80.9300	82.5572	84.2115	85.8916	87.5961	89.3230	91.0700	92.8342	94.6128	96.4023	98.1993	100.0000
0.0000	3.3379	6.6589	9.9471	13.1873	16.3663	19.4730	22.4983	25.4356	28.2806	31.0311	33.6869	36.2495	38.7219	41.1081	43.4133	45.6430	47.8033	49.9001	51.9386	53.9231	55.8554	57.7336	59.5513	61.2967	62.9567	64.5271	66.0228	67.4675	68.8833	70.2871	71.6910	73.1029	74.5283	75.9707	77.4328	78.9161	80.4217	81.9501	83.5015	85.0753	86.6709	88.2870	89.9220	91.5740	93.2407	94.9196	96.6078	98.3023	100.0000
0.0000	3.5348	7.0495	10.5246	13.9424	17.2873	20.5463	23.7092	26.7687	29.7203	32.5619	35.2938	37.9182	40.4388	42.8603	45.1886	47.4298	49.5904	51.6763	53.6932	55.6453	57.5350	59.3622	61.1244	62.8168	64.4356	65.9821	67.4659	68.9020	70.3059	71.6910	73.0682	74.4453	75.8284	77.2216	78.6283	80.0506	81.4899	82.9473	84.4232	85.9175	87.4297	88.9589	90.5040	92.0634	93.6351	95.2171	96.8069	98.4021	100.0000
0.0000	3.7520	7.4796	11.1595	14.7705	18.2943	21.7158	25.0236	28.2098	31.2699	34.2024	37.0083	39.6908	42.2547	44.7058	47.0510	49.2973	51.4519	53.5217	55.5127	57.4299	59.2769	61.0559	62.7672	64.4106	65.9869	67.4997	68.9567	70.3687	71.7472	73.1029	74.4453	75.7817	77.1182	78.4592	79.8083	81.1680	82.5402	83.9261	85.3265	86.7417	88.1714	89.6151	91.0718	92.5404	94.0193	95.5067	97.0007	98.4992	100.0000
0.0000	3.9935	7.9574	11.8633	15.6859	19.4036	22.9990	26.4595	29.7770	32.9471	35.9695	38.8462	41.5820	44.1832	46.6572	49.0122	51.2565	53.3984	55.4458	57.4058	59.2846	61.0871	62.8172	64.4778	66.0716	67.6017	69.0731	70.4926	71.8689	73.2111	74.5283	75.8284	77.1182	78.4034	79.6887	80.9776	82.2728	83.5766	84.8904	86.2152	87.5514	88.8991	90.2581	91.6278	93.0071	94.3949	95.7897	97.1900	98.5941	100.0000
0.0000	4.2648	8.4930	12.6504	16.7062	20.6350	24.4171	28.0386	31.4914	34.7723	37.8821	40.8251	43.6079	46.2390	48.7277	51.0841	53.3181	55.4395	57.4574	59.3803	61.2155	62.9696	64.6479	66.2553	67.7961	69.2753	70.6983	72.0717	73.4031	74.7002	75.9707	77.2216	78.4592	79.6887	80.9146	82.1405	83.3692	84.6031	85.8438	87.0923	88.3495	89.6156	90.8906	92.1740	93.4653	94.7634	96.0673	97.3756	98.6870	100.0000
0.0000	4.5725	9.0996	13.5390	17.8536	22.0132	25.9957	29.7864	33.3778	36.7684	39.9615	42.9641	45.7856	48.4371	50.9306	53.2783	55.4923	57.5839	59.5640	61.4424	63.2277	64.9279	66.5496	68.0992	69.5824	71.0050	72.3730	73.6930	74.9716	76.2160	77.4328	78.6283	79.8083	80.9776	82.1405	83.3005	84.4605	85.6228	86.7892	87.9609	89.1387	90.3233	91.5146	92.7125	93.9166	95.1261	96.3403	97.5582	98.7784	100.0000
0.0000	4.9255	9.7940	14.5525	19.1558	23.5686	27.7661	31.7335	35.4650	38.9620	42.2315	45.2841	48.1332	50.7932	53.2793	55.6063	57.7887	59.8400	61.7724	63.5975	65.3251	66.9645	68.5235	70.0096	71.4294	72.7893	74.0959	75.3554	76.5744	77.7593	78.9161	80.0506	81.1680	82.2728	83.3692	84.4605	85.5495	86.6385	87.7293	88.8232	89.9213	91.0241	92.1319	93.2448	94.3624	95.4843	96.6098	97.7382	98.8686	100.0000
0.0000	5.3357	10.5983	15.7211	20.6486	25.3394	29.7665	33.9164	37.7866	41.3832	44.7183	47.8078	50.6698	53.3232	55.7869	58.0790	60.2164	62.2147	64.0883	65.8499	67.5108	69.0814	70.5704	71.9862	73.3361	74.6271	75.8657	77.0584	78.2114	79.3306	80.4217	81.4899	82.5402	83.5766	84.6031	85.6228	86.6385	87.6523	88.6662	89.6815	90.6992	91.7200	92.7443	93.7723	94.8039	95.8387	96.8764	97.9163	98.9578	100.0000
0.0000	5.8189	11.5424	17.0850	22.3781	27.3738	32.0442	36.3791	40.3819	44.0660	47.4507	50.5589	53.4150	56.0430	58.4663	60.7063	62.7830	64.7143	66.5162	68.2029	69.7870	71.2797	72.6907	74.0288	75.3018	76.5172	77.6815	78.8012	79.8821	80.9300	81.9501	82.9473	83.9261	84.8904	85.8438	86.7892	87.7293	88.6662	89.6017	90.5373	91.4739	92.4123	93.3530	94.2963	95.2421	96.1904	97.1408	98.0929	99.0461	100.0000
0.0000	6.3975	12.6675	18.6983	24.4051	29.7334	34.6573	39.1738	43.2961	47.0481	50.4595	53.5623	56.3882	58.9677	61.3288	63.4970	65.4951	67.3433	69.0592	70.6585	72.1547	73.5597	74.8838	76.1363	77.3253	78.4583	79.5420	80.5826	81.5859	82.5572	83.5015	84.4232	85.3265	86.2152	87.0923	87.9609	88.8232	89.6815	90.5373	91.3920	92.2468	93.1023	93.9592	94.8177	95.6779	96.5399	97.4034	98.2682	99.1339	100.0000
0.0000	7.1037	14.0318	20.6357	26.8104	32.4975	37.6780	42.3626	46.5804	50.3708	53.7771	56.8425	59.6079	62.1107	64.3842	66.4578	68.3571	70.1045	71.7190	73.2173	74.6136	75.9205	77.1485	78.3072	79.4048	80.4487	81.4456	82.4014	83.3217	84.2115	85.0753	85.9175	86.7417	87.5514	88.3495	89.1387	89.9213	90.6992	91.4739	92.2468	93.0189	93.7910	94.5637	95.3373	96.1120	96.8879	97.6649	98.4427	99.2212	100.0000
0.0000	7.9856	15.7202	23.0022	29.7035	35.7680	41.1947	46.0182	50.2922	54.0776	57.4355	60.4226	63.0902	65.4829	67.6394	69.5928	71.3712	72.9984	74.4949	75.8779	77.1621	78.3601	79.4826	80.5392	81.5380	82.4862	83.3902	84.2557	85.0880	85.8916	86.6709	87.4297	88.1714	88.8991	89.6156	90.3233	91.0241	91.7200	92.4123	93.1023	93.7910	94.4791	95.1673	95.8558	96.5450	97.2348	97.9254	98.6165	99.3082	100.0000
0.0000	9.1186	17.8614	25.9493	33.2334	39.6764	45.3146	50.2233	54.4925	58.2121	61.4646	64.3224	66.8474	69.0914	71.0979	72.9028	74.5363	76.0232	77.3844	78.6374	79.7968	80.8750	81.8828	82.8291	83.7218	84.5679	85.3733	86.1433	86.8828	87.5961	88.2870	88.9589	89.6151	90.2581	90.8906	91.5146	92.1319	92.7443	93.3530	93.9592	94.5637	95.1673	95.7705	96.3737	96.9772	97.5810	98.1853	98.7899	99.3949	100.0000
0.0000	10.6274	20.6573	29.7001	37.6045	44.3896	50.1638	55.0679	59.2424	62.8136	65.8884	68.5551	70.8854	72.9374	74.7578	76.3844	77.8480	79.1737	80.3822	81.4904	82.5125	83.4605	84.3443	85.1725	85.9524	86.6902	87.3917	88.0615	88.7040	89.3230	89.9220	90.5040	91.0718	91.6278	92.1740	92.7125	93.2448	93.7723	94.2963	94.8177	95.3373	95.8558	96.3737	96.8914	97.4090	97.9268	98.4448	98.9631	99.4815	100.0000
0.0000	12.7337	24.4405	34.5892	43.0950	50.1137	55.8833	60.6420	64.5957	67.9114	70.7202	73.1241	75.2019	77.0150	78.6114	80.0289	81.2976	82.4415	83.4801	84.4294	85.3025	86.1101	86.8615	87.5642	88.2249	88.8491	89.4416	90.0069	90.5486	91.0700	91.5740	92.0634	92.5404	93.0071	93.4653	93.9166	94.3624	94.8039	95.2421	95.6779	96.1120	96.5450	96.9772	97.4090	97.8407	98.2724	98.7041	99.1360	99.5680	100.0000
0.0000	15.8669	29.7817	41.1211	50.0727	57.0868	62.6137	67.0211	70.5871	73.5161	75.9571	78.0191	79.7831	81.3094	82.6440	83.8224	84.8719	85.8145	86.6675	87.4448	88.1579	88.8161	89.4273	89.9980	90.5339	91.0395	91.5190	91.9759	92.4134	92.8342	93.2407	93.6351	94.0193	94.3949	94.7634	95.1261	95.4843	95.8387	96.1904	96.5399	96.8879	97.2348	97.5810	97.9268	98.2724	98.6178	98.9633	99.3088	99.6544	100.0000
0.0000	20.9522	37.6982	50.0409	58.9880	65.5472	70.4635	74.2415	77.2156	79.6089	81.5728	83.2123	84.6018	85.7954	86.8329	87.7445	88.5533	89.2772	89.9304	90.5243	91.0680	91.5691	92.0336	92.4668	92.8730	93.2560	93.6189	93.9644	94.2950	94.6128	94.9196	95.2171	95.5067	95.7897	96.0673	96.3403	96.6098	96.8764	97.1408	97.4034	97.6649	97.9254	98.1853	98.4448	98.7041	98.9633	99.2225	99.4816	99.7408	100.0000
0.0000	30.2437	50.0182	62.3563	70.2910	75.6504	79.4517	82.2657	84.4248	86.1311	87.5130	88.6555	89.6166	90.4374	91.1477	91.7695	92.3195	92.8106	93.2528	93.6541	94.0209	94.3585	94.6712	94.9625	95.2355	95.4926	95.7361	95.9678	96.1894	96.4023	96.6078	96.8069	97.0007	97.1900	97.3756	97.5582	97.7382	97.9163	98.0929	98.2682	98.4427	98.6165	98.7899	98.9631	99.1360	99.3088	99.4816	99.6544	99.8272	100.0000
0.0000	50.0045	69.7744	79.0750	84.1694	87.3117	89.4271	90.9449	92.0868	92.9776	93.6926	94.2799	94.7716	95.1900	95.5510	95.8663	96.1446	96.3928	96.6160	96.8183	97.0030	97.1729	97.3302	97.4766	97.6137	97.7429	97.8651	97.9813	98.0925	98.1993	98.3023	98.4021	98.4992	98.5941	98.6870	98.7784	98.8686	98.9578	99.0461	99.1339	99.2212	99.3082	99.3949	99.4815	99.5680	99.6544	99.7408	99.8272	99.9136	100.0000
0.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000
